countryCode,date,confirmedCases
US,2020-01-28,5
US,2020-01-29,5
US,2020-01-30,5
US,2020-01-31,7
US,2020-02-01,8
US,2020-02-02,8
US,2020-02-03,11
US,2020-02-04,11
US,2020-02-05,12
US,2020-02-06,12
US,2020-02-07,12
US,2020-02-08,12
US,2020-02-09,12
US,2020-02-10,12
US,2020-02-11,13
US,2020-02-12,13
US,2020-02-13,15
US,2020-02-14,15
US,2020-02-15,15
US,2020-02-16,15
US,2020-02-17,15
US,2020-02-18,15
US,2020-02-19,15
US,2020-02-20,15
US,2020-02-21,35
US,2020-02-22,35
US,2020-02-23,35
US,2020-02-24,53
US,2020-02-25,53
US,2020-02-26,59
US,2020-02-27,60
US,2020-02-28,62
US,2020-02-29,70
US,2020-03-01,76
US,2020-03-02,101
US,2020-03-03,121
US,2020-03-04,152
US,2020-03-05,220
US,2020-03-06,277
US,2020-03-07,416
US,2020-03-08,537
US,2020-03-09,605
VN,2020-01-22,0
VN,2020-01-23,2
VN,2020-01-24,2
VN,2020-01-25,2
VN,2020-01-26,2
VN,2020-01-27,2
VN,2020-01-28,2
VN,2020-01-29,2
VN,2020-01-30,2
VN,2020-01-31,2
VN,2020-02-01,6
VN,2020-02-02,6
VN,2020-02-03,8
VN,2020-02-04,8
VN,2020-02-05,8
VN,2020-02-06,10
VN,2020-02-07,10
VN,2020-02-08,13
VN,2020-02-09,13
VN,2020-02-10,14
VN,2020-02-11,15
VN,2020-02-12,15
VN,2020-02-13,16
VN,2020-02-14,16
VN,2020-02-15,16
VN,2020-02-16,16
VN,2020-02-17,16
VN,2020-02-18,16
VN,2020-02-19,16
VN,2020-02-20,16
VN,2020-02-21,16
VN,2020-02-22,16
VN,2020-02-23,16
VN,2020-02-24,16
VN,2020-02-25,16
VN,2020-02-26,16
VN,2020-02-27,16
VN,2020-02-28,16
VN,2020-02-29,16
VN,2020-03-01,16
VN,2020-03-02,16
VN,2020-03-03,16
VN,2020-03-04,16
VN,2020-03-05,16
VN,2020-03-06,16
VN,2020-03-07,18
VN,2020-03-08,30
VN,2020-03-09,30
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
